artist,song,popularity,uri,url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature,0,clusters
Cage The Elephant,Right Before My Eyes,0,spotify:track:2wTm7uMzLuTiRw70GSK0Yi,https://open.spotify.com/track/2wTm7uMzLuTiRw70GSK0Yi,0.488,0.903,1.0,-3.558,1.0,0.0373,0.000282,5.59e-05,0.131,0.305,132.057,audio_features,2wTm7uMzLuTiRw70GSK0Yi,https://api.spotify.com/v1/tracks/2wTm7uMzLuTiRw70GSK0Yi,https://api.spotify.com/v1/audio-analysis/2wTm7uMzLuTiRw70GSK0Yi,194827.0,4.0,,11
WhoMadeWho,Right Track,0,spotify:track:7CavGdL7foaTtpg6mbNH4F,https://open.spotify.com/track/7CavGdL7foaTtpg6mbNH4F,0.713,0.607,0.0,-7.923,1.0,0.028,0.0489,0.000661,0.218,0.372,100.006,audio_features,7CavGdL7foaTtpg6mbNH4F,https://api.spotify.com/v1/tracks/7CavGdL7foaTtpg6mbNH4F,https://api.spotify.com/v1/audio-analysis/7CavGdL7foaTtpg6mbNH4F,278200.0,4.0,,10
The Beatles,"Rip It Up / Shake, Rattle And Roll / Blue Suede Shoes - Medley / Anthology 3 Version",27,spotify:track:3WsKGwKa7PueKpMxGYAtIA,https://open.spotify.com/track/3WsKGwKa7PueKpMxGYAtIA,0.395,0.841,9.0,-7.328,1.0,0.191,0.0691,7.12e-05,0.129,0.726,156.215,audio_features,3WsKGwKa7PueKpMxGYAtIA,https://api.spotify.com/v1/tracks/3WsKGwKa7PueKpMxGYAtIA,https://api.spotify.com/v1/audio-analysis/3WsKGwKa7PueKpMxGYAtIA,190800.0,4.0,,3
Vance Joy,Riptide,81,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,https://open.spotify.com/track/3JvrhDOgAt6p7K8mDyZwRd,0.484,0.731,1.0,-6.694,1.0,0.0379,0.431,0.0,0.151,0.51,101.654,audio_features,3JvrhDOgAt6p7K8mDyZwRd,https://api.spotify.com/v1/tracks/3JvrhDOgAt6p7K8mDyZwRd,https://api.spotify.com/v1/audio-analysis/3JvrhDOgAt6p7K8mDyZwRd,204280.0,4.0,,10
Vance Joy,Riptide - Live from Spotify London,28,spotify:track:5UcDFuZnsgtXTuN7GO79Wf,https://open.spotify.com/track/5UcDFuZnsgtXTuN7GO79Wf,0.571,0.356,0.0,-13.506,1.0,0.0657,0.945,3e-05,0.112,0.636,102.19,audio_features,5UcDFuZnsgtXTuN7GO79Wf,https://api.spotify.com/v1/tracks/5UcDFuZnsgtXTuN7GO79Wf,https://api.spotify.com/v1/audio-analysis/5UcDFuZnsgtXTuN7GO79Wf,189893.0,4.0,,2
Fleece,Rise,0,spotify:track:1hf551j976eECW8GgfQuY0,https://open.spotify.com/track/1hf551j976eECW8GgfQuY0,0.294,0.656,7.0,-10.857,1.0,0.0554,0.046,0.000299,0.111,0.477,156.73,audio_features,1hf551j976eECW8GgfQuY0,https://api.spotify.com/v1/tracks/1hf551j976eECW8GgfQuY0,https://api.spotify.com/v1/audio-analysis/1hf551j976eECW8GgfQuY0,176066.0,3.0,,7
Alabama Shakes,Rise to the Sun,27,spotify:track:32gsn8rDpFhnXWgaBLuNac,https://open.spotify.com/track/32gsn8rDpFhnXWgaBLuNac,0.467,0.812,7.0,-5.503,1.0,0.0764,0.665,0.00974,0.085,0.7,125.927,audio_features,32gsn8rDpFhnXWgaBLuNac,https://api.spotify.com/v1/tracks/32gsn8rDpFhnXWgaBLuNac,https://api.spotify.com/v1/audio-analysis/32gsn8rDpFhnXWgaBLuNac,188613.0,4.0,,3
Leon Bridges,River,74,spotify:track:3hhbDnFUb2bicI2df6VurK,https://open.spotify.com/track/3hhbDnFUb2bicI2df6VurK,0.635,0.184,8.0,-10.785,1.0,0.0456,0.665,0.0,0.146,0.177,128.424,audio_features,3hhbDnFUb2bicI2df6VurK,https://api.spotify.com/v1/tracks/3hhbDnFUb2bicI2df6VurK,https://api.spotify.com/v1/audio-analysis/3hhbDnFUb2bicI2df6VurK,240200.0,4.0,,0
Daft Punk,Robot Rock,40,spotify:track:247OK7W7ke06iripfvHDiw,https://open.spotify.com/track/247OK7W7ke06iripfvHDiw,0.59,0.787,7.0,-5.766,1.0,0.0512,6.94e-06,0.845,0.0293,0.598,111.926,audio_features,247OK7W7ke06iripfvHDiw,https://api.spotify.com/v1/tracks/247OK7W7ke06iripfvHDiw,https://api.spotify.com/v1/audio-analysis/247OK7W7ke06iripfvHDiw,287720.0,4.0,,17
Mac DeMarco,Robson Girl,0,spotify:track:5loGjtpOoD4xlha7HJfL6S,https://open.spotify.com/track/5loGjtpOoD4xlha7HJfL6S,0.458,0.878,7.0,-5.96,1.0,0.0484,0.0555,0.0201,0.276,0.769,178.652,audio_features,5loGjtpOoD4xlha7HJfL6S,https://api.spotify.com/v1/tracks/5loGjtpOoD4xlha7HJfL6S,https://api.spotify.com/v1/audio-analysis/5loGjtpOoD4xlha7HJfL6S,176001.0,4.0,,3
Mac DeMarco,Robson Girl,0,spotify:track:6XSLZCYrcblPvEwHxIe7K7,https://open.spotify.com/track/6XSLZCYrcblPvEwHxIe7K7,0.399,0.373,2.0,-17.233,1.0,0.0682,0.814,0.69,0.118,0.436,179.529,audio_features,6XSLZCYrcblPvEwHxIe7K7,https://api.spotify.com/v1/tracks/6XSLZCYrcblPvEwHxIe7K7,https://api.spotify.com/v1/audio-analysis/6XSLZCYrcblPvEwHxIe7K7,160227.0,4.0,,4
The Beatles,"Rock And Roll Music - Live From Nippon Budokan Hall, Tokyo, Japan/1966 / Anthology 2 Version",26,spotify:track:2M2f16sVjWvS0dcmE1SbMY,https://open.spotify.com/track/2M2f16sVjWvS0dcmE1SbMY,0.372,0.952,8.0,-5.714,1.0,0.0476,0.0185,0.00103,0.408,0.843,153.324,audio_features,2M2f16sVjWvS0dcmE1SbMY,https://api.spotify.com/v1/tracks/2M2f16sVjWvS0dcmE1SbMY,https://api.spotify.com/v1/audio-analysis/2M2f16sVjWvS0dcmE1SbMY,99147.0,4.0,,3
The Beatles,Rock And Roll Music - Remastered 2009,53,spotify:track:7Ho3T7ERfooiAfvODaMQ2N,https://open.spotify.com/track/7Ho3T7ERfooiAfvODaMQ2N,0.457,0.917,9.0,-6.213,1.0,0.0441,0.566,0.0,0.333,0.965,167.092,audio_features,7Ho3T7ERfooiAfvODaMQ2N,https://api.spotify.com/v1/tracks/7Ho3T7ERfooiAfvODaMQ2N,https://api.spotify.com/v1/audio-analysis/7Ho3T7ERfooiAfvODaMQ2N,151280.0,4.0,,3
Mac DeMarco,Rock and Roll Night Club,0,spotify:track:757WjJ59u2NZloiDZIMBvz,https://open.spotify.com/track/757WjJ59u2NZloiDZIMBvz,0.321,0.714,7.0,-6.634,0.0,0.0617,0.164,0.000415,0.257,0.611,115.524,audio_features,757WjJ59u2NZloiDZIMBvz,https://api.spotify.com/v1/tracks/757WjJ59u2NZloiDZIMBvz,https://api.spotify.com/v1/audio-analysis/757WjJ59u2NZloiDZIMBvz,190091.0,4.0,,3
LMFAO,Rock The Beat II,18,spotify:track:3f6ZMYehvMShRHqiHXybSA,https://open.spotify.com/track/3f6ZMYehvMShRHqiHXybSA,0.388,0.893,10.0,-3.674,0.0,0.247,0.00215,0.0,0.188,0.343,139.281,audio_features,3f6ZMYehvMShRHqiHXybSA,https://api.spotify.com/v1/tracks/3f6ZMYehvMShRHqiHXybSA,https://api.spotify.com/v1/audio-analysis/3f6ZMYehvMShRHqiHXybSA,113947.0,3.0,,7
Michael Jackson,Rock with You - Single Version,77,spotify:track:7oOOI85fVQvVnK5ynNMdW7,https://open.spotify.com/track/7oOOI85fVQvVnK5ynNMdW7,0.808,0.535,1.0,-12.521,1.0,0.0353,0.179,9.91e-05,0.158,0.848,114.031,audio_features,7oOOI85fVQvVnK5ynNMdW7,https://api.spotify.com/v1/tracks/7oOOI85fVQvVnK5ynNMdW7,https://api.spotify.com/v1/audio-analysis/7oOOI85fVQvVnK5ynNMdW7,220627.0,4.0,,1
Daft Punk,Rock'n Roll,41,spotify:track:1nluqUxDKnwWyScYVeQHXa,https://open.spotify.com/track/1nluqUxDKnwWyScYVeQHXa,0.955,0.899,1.0,-7.599,1.0,0.273,0.0171,0.64,0.0642,0.331,134.941,audio_features,1nluqUxDKnwWyScYVeQHXa,https://api.spotify.com/v1/tracks/1nluqUxDKnwWyScYVeQHXa,https://api.spotify.com/v1/audio-analysis/1nluqUxDKnwWyScYVeQHXa,453867.0,4.0,,8
The Beatles,Rocky Raccoon - Anthology 3 Version,29,spotify:track:4z6iezaEzhJiyZdjazGH5z,https://open.spotify.com/track/4z6iezaEzhJiyZdjazGH5z,0.611,0.29,7.0,-11.052,1.0,0.0548,0.689,0.0,0.361,0.648,75.926,audio_features,4z6iezaEzhJiyZdjazGH5z,https://api.spotify.com/v1/tracks/4z6iezaEzhJiyZdjazGH5z,https://api.spotify.com/v1/audio-analysis/4z6iezaEzhJiyZdjazGH5z,252600.0,4.0,,2
The Beatles,Rocky Raccoon - Remastered 2009,58,spotify:track:1ITQbrueGLl581a25XXm9c,https://open.spotify.com/track/1ITQbrueGLl581a25XXm9c,0.599,0.363,7.0,-11.728,1.0,0.0315,0.333,0.0,0.243,0.648,79.456,audio_features,1ITQbrueGLl581a25XXm9c,https://api.spotify.com/v1/tracks/1ITQbrueGLl581a25XXm9c,https://api.spotify.com/v1/audio-analysis/1ITQbrueGLl581a25XXm9c,213107.0,4.0,,2
The Beatles,Roll Over Beethoven - Anthology 1 Version,27,spotify:track:1YkPnEZ9Tkv8laVcSZoddE,https://open.spotify.com/track/1YkPnEZ9Tkv8laVcSZoddE,0.521,0.937,7.0,-6.375,1.0,0.0645,0.293,2.03e-06,0.911,0.9,90.474,audio_features,1YkPnEZ9Tkv8laVcSZoddE,https://api.spotify.com/v1/tracks/1YkPnEZ9Tkv8laVcSZoddE,https://api.spotify.com/v1/audio-analysis/1YkPnEZ9Tkv8laVcSZoddE,145867.0,4.0,,14
The Beatles,Roll Over Beethoven - Live / Remastered,29,spotify:track:3QiwPPktTczwleIy9jUMpS,https://open.spotify.com/track/3QiwPPktTczwleIy9jUMpS,0.199,0.823,2.0,-8.032,1.0,0.0393,0.00204,0.0,0.631,0.73,179.693,audio_features,3QiwPPktTczwleIy9jUMpS,https://api.spotify.com/v1/tracks/3QiwPPktTczwleIy9jUMpS,https://api.spotify.com/v1/audio-analysis/3QiwPPktTczwleIy9jUMpS,134013.0,3.0,,7
The Beatles,Roll Over Beethoven - Remastered 2009,54,spotify:track:3idqWaBn3mRdsIodCU6uBi,https://open.spotify.com/track/3idqWaBn3mRdsIodCU6uBi,0.351,0.749,2.0,-9.435,1.0,0.0628,0.289,0.0,0.0952,0.967,160.673,audio_features,3idqWaBn3mRdsIodCU6uBi,https://api.spotify.com/v1/tracks/3idqWaBn3mRdsIodCU6uBi,https://api.spotify.com/v1/audio-analysis/3idqWaBn3mRdsIodCU6uBi,165467.0,4.0,,3
Mild High Club,Rollercoaster Baby,0,spotify:track:4DTHVXK7iZQHJqELOsUkVi,https://open.spotify.com/track/4DTHVXK7iZQHJqELOsUkVi,0.604,0.784,1.0,-10.717,1.0,0.0354,0.0443,0.0489,0.218,0.233,119.965,audio_features,4DTHVXK7iZQHJqELOsUkVi,https://api.spotify.com/v1/tracks/4DTHVXK7iZQHJqELOsUkVi,https://api.spotify.com/v1/audio-analysis/4DTHVXK7iZQHJqELOsUkVi,129320.0,4.0,,11
