artist,song,popularity,uri,url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature,0,clusters
Ingrid Michaelson,Can't Help Falling In Love (Recorded Live at Daytrotter),0,spotify:track:2yuea8dOVphJMCEZOlnyKf,https://open.spotify.com/track/2yuea8dOVphJMCEZOlnyKf,0.315,0.151,0.0,-11.737,1.0,0.0322,0.928,0.014,0.086,0.253,141.178,audio_features,2yuea8dOVphJMCEZOlnyKf,https://api.spotify.com/v1/tracks/2yuea8dOVphJMCEZOlnyKf,https://api.spotify.com/v1/audio-analysis/2yuea8dOVphJMCEZOlnyKf,194027.0,4.0,,0
Mother Love Bone,Chloe Dancer/Crown Of Thorns,50,spotify:track:7rBMZvgeWnOTHWUh3Pvw51,https://open.spotify.com/track/7rBMZvgeWnOTHWUh3Pvw51,0.353,0.362,2.0,-13.502,1.0,0.031,0.0894,3.38e-05,0.114,0.267,141.285,audio_features,7rBMZvgeWnOTHWUh3Pvw51,https://api.spotify.com/v1/tracks/7rBMZvgeWnOTHWUh3Pvw51,https://api.spotify.com/v1/audio-analysis/7rBMZvgeWnOTHWUh3Pvw51,502040.0,4.0,,8
New Order,Bizarre Love Triangle,67,spotify:track:6wVViUl2xSRoDK2T7dMZbR,https://open.spotify.com/track/6wVViUl2xSRoDK2T7dMZbR,0.613,0.885,10.0,-7.463,1.0,0.052,0.0804,0.746,0.0997,0.919,118.506,audio_features,6wVViUl2xSRoDK2T7dMZbR,https://api.spotify.com/v1/tracks/6wVViUl2xSRoDK2T7dMZbR,https://api.spotify.com/v1/audio-analysis/6wVViUl2xSRoDK2T7dMZbR,263213.0,4.0,,17
Kilian & Jo,Little Love,33,spotify:track:1t2iQB8RGJH1IRtdfqdjKA,https://open.spotify.com/track/1t2iQB8RGJH1IRtdfqdjKA,0.668,0.798,11.0,-5.139,0.0,0.0423,0.128,1.07e-06,0.359,0.441,112.077,audio_features,1t2iQB8RGJH1IRtdfqdjKA,https://api.spotify.com/v1/tracks/1t2iQB8RGJH1IRtdfqdjKA,https://api.spotify.com/v1/audio-analysis/1t2iQB8RGJH1IRtdfqdjKA,196901.0,4.0,,6
Love Affair,Everlasting Love,51,spotify:track:2Rp4qTPWa91ctCSq0pu3zv,https://open.spotify.com/track/2Rp4qTPWa91ctCSq0pu3zv,0.499,0.595,4.0,-10.028,1.0,0.0384,0.258,0.0,0.487,0.813,120.521,audio_features,2Rp4qTPWa91ctCSq0pu3zv,https://api.spotify.com/v1/tracks/2Rp4qTPWa91ctCSq0pu3zv,https://api.spotify.com/v1/audio-analysis/2Rp4qTPWa91ctCSq0pu3zv,181747.0,4.0,,6
Kaya May,"Hands to Myself, Love Yourself, Perfect (Acoustic Mashup) [feat. Landon Austin]",39,spotify:track:4eg3wsiTrPa7KpwVai2VY7,https://open.spotify.com/track/4eg3wsiTrPa7KpwVai2VY7,0.702,0.445,9.0,-9.693,0.0,0.05,0.0575,0.0,0.113,0.337,110.056,audio_features,4eg3wsiTrPa7KpwVai2VY7,https://api.spotify.com/v1/tracks/4eg3wsiTrPa7KpwVai2VY7,https://api.spotify.com/v1/audio-analysis/4eg3wsiTrPa7KpwVai2VY7,226893.0,4.0,,10
Gwen Stefani,Used To Love You,17,spotify:track:6rWLpiVbVBRZNCsARsVE7O,https://open.spotify.com/track/6rWLpiVbVBRZNCsARsVE7O,0.623,0.654,8.0,-5.408,1.0,0.0674,0.0183,1.73e-06,0.398,0.193,96.017,audio_features,6rWLpiVbVBRZNCsARsVE7O,https://api.spotify.com/v1/tracks/6rWLpiVbVBRZNCsARsVE7O,https://api.spotify.com/v1/audio-analysis/6rWLpiVbVBRZNCsARsVE7O,227680.0,4.0,,11
Soft Cell,Tainted Love,49,spotify:track:1tVzVPIcCFz5QUMGLPHJEc,https://open.spotify.com/track/1tVzVPIcCFz5QUMGLPHJEc,0.569,0.493,0.0,-9.112,0.0,0.0381,0.106,0.0,0.624,0.616,143.221,audio_features,1tVzVPIcCFz5QUMGLPHJEc,https://api.spotify.com/v1/tracks/1tVzVPIcCFz5QUMGLPHJEc,https://api.spotify.com/v1/audio-analysis/1tVzVPIcCFz5QUMGLPHJEc,156907.0,4.0,,14
Beyoncé,"Me, Myself and I",65,spotify:track:6XsT5UGfpaFeHQf5LRIy4W,https://open.spotify.com/track/6XsT5UGfpaFeHQf5LRIy4W,0.75,0.458,1.0,-9.092,1.0,0.0803,0.226,3.25e-05,0.137,0.536,83.61,audio_features,6XsT5UGfpaFeHQf5LRIy4W,https://api.spotify.com/v1/tracks/6XsT5UGfpaFeHQf5LRIy4W,https://api.spotify.com/v1/audio-analysis/6XsT5UGfpaFeHQf5LRIy4W,301133.0,4.0,,10
Coldplay,True Love,58,spotify:track:0fQuzbQNLcD1ofo7B2NcFI,https://open.spotify.com/track/0fQuzbQNLcD1ofo7B2NcFI,0.482,0.573,11.0,-7.966,1.0,0.028,0.00376,0.077,0.123,0.184,119.991,audio_features,0fQuzbQNLcD1ofo7B2NcFI,https://api.spotify.com/v1/tracks/0fQuzbQNLcD1ofo7B2NcFI,https://api.spotify.com/v1/audio-analysis/0fQuzbQNLcD1ofo7B2NcFI,246000.0,4.0,,18
John Legend,Love Me Now - Dave Audé Remix Radio Edit,36,spotify:track:5WOLZP8KrXiupBjG1SSN5U,https://open.spotify.com/track/5WOLZP8KrXiupBjG1SSN5U,0.595,0.841,8.0,-4.24,1.0,0.0796,0.0322,0.0,0.0847,0.761,124.973,audio_features,5WOLZP8KrXiupBjG1SSN5U,https://api.spotify.com/v1/tracks/5WOLZP8KrXiupBjG1SSN5U,https://api.spotify.com/v1/audio-analysis/5WOLZP8KrXiupBjG1SSN5U,219107.0,4.0,,1
Una Healy,Stay My Love,45,spotify:track:3OSHVLFRtJIfw49DRb5wFX,https://open.spotify.com/track/3OSHVLFRtJIfw49DRb5wFX,0.492,0.383,2.0,-6.907,1.0,0.0263,0.696,0.0,0.112,0.269,76.108,audio_features,3OSHVLFRtJIfw49DRb5wFX,https://api.spotify.com/v1/tracks/3OSHVLFRtJIfw49DRb5wFX,https://api.spotify.com/v1/audio-analysis/3OSHVLFRtJIfw49DRb5wFX,196507.0,4.0,,0
Tom Odell,Real Love - from the John Lewis Christmas Advert 2014,58,spotify:track:1Udy17gjGeZPNdmmcLjl7L,https://open.spotify.com/track/1Udy17gjGeZPNdmmcLjl7L,0.363,0.205,5.0,-9.301,1.0,0.0271,0.916,1.6e-06,0.105,0.18,82.932,audio_features,1Udy17gjGeZPNdmmcLjl7L,https://api.spotify.com/v1/tracks/1Udy17gjGeZPNdmmcLjl7L,https://api.spotify.com/v1/audio-analysis/1Udy17gjGeZPNdmmcLjl7L,141240.0,4.0,,0
Hayes Carll,The Love That We Need,49,spotify:track:31dEh1OeZGv61RZzDIixue,https://open.spotify.com/track/31dEh1OeZGv61RZzDIixue,0.369,0.365,4.0,-9.869,1.0,0.0451,0.708,0.0343,0.108,0.222,181.019,audio_features,31dEh1OeZGv61RZzDIixue,https://api.spotify.com/v1/tracks/31dEh1OeZGv61RZzDIixue,https://api.spotify.com/v1/audio-analysis/31dEh1OeZGv61RZzDIixue,248440.0,4.0,,18
Van Morrison,Crazy Love - 2013 Remaster,69,spotify:track:2hjAc6x8EoSLhGxRNg8KEw,https://open.spotify.com/track/2hjAc6x8EoSLhGxRNg8KEw,0.575,0.188,9.0,-18.758,1.0,0.0959,0.841,4.37e-05,0.228,0.334,77.464,audio_features,2hjAc6x8EoSLhGxRNg8KEw,https://api.spotify.com/v1/tracks/2hjAc6x8EoSLhGxRNg8KEw,https://api.spotify.com/v1/audio-analysis/2hjAc6x8EoSLhGxRNg8KEw,155453.0,4.0,,0
Captain Cuts,Love Like We Used To (feat. Nateur) - Lenno Remix,31,spotify:track:3rU5DakBr3a82YKOzAQSpr,https://open.spotify.com/track/3rU5DakBr3a82YKOzAQSpr,0.741,0.814,4.0,-7.095,1.0,0.0664,0.00415,0.632,0.352,0.531,111.011,audio_features,3rU5DakBr3a82YKOzAQSpr,https://api.spotify.com/v1/tracks/3rU5DakBr3a82YKOzAQSpr,https://api.spotify.com/v1/audio-analysis/3rU5DakBr3a82YKOzAQSpr,268844.0,4.0,,17
Vance Joy,Play with Fire,44,spotify:track:0d0bU9qHxAHvuJRjio7cU6,https://open.spotify.com/track/0d0bU9qHxAHvuJRjio7cU6,0.62,0.524,0.0,-8.282,1.0,0.0297,0.485,2.34e-05,0.106,0.244,120.027,audio_features,0d0bU9qHxAHvuJRjio7cU6,https://api.spotify.com/v1/tracks/0d0bU9qHxAHvuJRjio7cU6,https://api.spotify.com/v1/audio-analysis/0d0bU9qHxAHvuJRjio7cU6,263053.0,4.0,,18
Brandy Clark,Love Can Go to Hell,28,spotify:track:68bh9PGm0UQRRxUNRRnZPl,https://open.spotify.com/track/68bh9PGm0UQRRxUNRRnZPl,0.6,0.834,0.0,-5.262,1.0,0.0306,0.21,0.000567,0.105,0.399,147.965,audio_features,68bh9PGm0UQRRxUNRRnZPl,https://api.spotify.com/v1/tracks/68bh9PGm0UQRRxUNRRnZPl,https://api.spotify.com/v1/audio-analysis/68bh9PGm0UQRRxUNRRnZPl,237880.0,4.0,,11
Mother Mother,Let's Fall In Love,0,spotify:track:5RkXPfsWwq1dgU2U7Xy42A,https://open.spotify.com/track/5RkXPfsWwq1dgU2U7Xy42A,0.623,0.941,10.0,-5.051,0.0,0.0481,0.00366,0.00239,0.0737,0.934,142.003,audio_features,5RkXPfsWwq1dgU2U7Xy42A,https://api.spotify.com/v1/tracks/5RkXPfsWwq1dgU2U7Xy42A,https://api.spotify.com/v1/audio-analysis/5RkXPfsWwq1dgU2U7Xy42A,188333.0,4.0,,1
Jacob Sartorius,Love Me Back,25,spotify:track:3xUgD4vi3d6SE8x0lMwKdF,https://open.spotify.com/track/3xUgD4vi3d6SE8x0lMwKdF,0.798,0.685,11.0,-6.709,1.0,0.164,0.0863,0.0,0.0934,0.399,84.022,audio_features,3xUgD4vi3d6SE8x0lMwKdF,https://api.spotify.com/v1/tracks/3xUgD4vi3d6SE8x0lMwKdF,https://api.spotify.com/v1/audio-analysis/3xUgD4vi3d6SE8x0lMwKdF,209328.0,4.0,,1
DNCE,What's Love Got To Do With It,48,spotify:track:6IBA0Sy4fygin7LNDY9Vtt,https://open.spotify.com/track/6IBA0Sy4fygin7LNDY9Vtt,0.766,0.738,1.0,-6.572,1.0,0.0451,0.0122,0.0,0.143,0.896,100.984,audio_features,6IBA0Sy4fygin7LNDY9Vtt,https://api.spotify.com/v1/tracks/6IBA0Sy4fygin7LNDY9Vtt,https://api.spotify.com/v1/audio-analysis/6IBA0Sy4fygin7LNDY9Vtt,219973.0,4.0,,1
Night Riots,All For You,21,spotify:track:6VVd4kRfzBsZqFbvEAjloh,https://open.spotify.com/track/6VVd4kRfzBsZqFbvEAjloh,0.475,0.881,2.0,-3.208,1.0,0.0574,0.0103,2.48e-06,0.0739,0.427,140.912,audio_features,6VVd4kRfzBsZqFbvEAjloh,https://api.spotify.com/v1/tracks/6VVd4kRfzBsZqFbvEAjloh,https://api.spotify.com/v1/audio-analysis/6VVd4kRfzBsZqFbvEAjloh,235334.0,3.0,,7
Meghan Trainor,I Love Me,26,spotify:track:0qPFRNlt5oKwW7xCpf0iwM,https://open.spotify.com/track/0qPFRNlt5oKwW7xCpf0iwM,0.78,0.829,11.0,-4.447,1.0,0.198,0.0353,3.84e-05,0.334,0.686,96.992,audio_features,0qPFRNlt5oKwW7xCpf0iwM,https://api.spotify.com/v1/tracks/0qPFRNlt5oKwW7xCpf0iwM,https://api.spotify.com/v1/audio-analysis/0qPFRNlt5oKwW7xCpf0iwM,167760.0,4.0,,6
Felix Jaehn,Book Of Love,27,spotify:track:47NTskHaXv46jp21vFj8tD,https://open.spotify.com/track/47NTskHaXv46jp21vFj8tD,0.656,0.835,9.0,-4.915,0.0,0.0278,0.166,0.0116,0.218,0.455,125.023,audio_features,47NTskHaXv46jp21vFj8tD,https://api.spotify.com/v1/tracks/47NTskHaXv46jp21vFj8tD,https://api.spotify.com/v1/audio-analysis/47NTskHaXv46jp21vFj8tD,198439.0,4.0,,11
Robert Palmer,Addicted To Love,0,spotify:track:477uFn72G9TmZ5ouu23rMZ,https://open.spotify.com/track/477uFn72G9TmZ5ouu23rMZ,0.703,0.652,2.0,-10.635,1.0,0.0309,0.374,3.42e-06,0.0494,0.974,111.594,audio_features,477uFn72G9TmZ5ouu23rMZ,https://api.spotify.com/v1/tracks/477uFn72G9TmZ5ouu23rMZ,https://api.spotify.com/v1/audio-analysis/477uFn72G9TmZ5ouu23rMZ,363573.0,4.0,,1
King Topher,Talking About Love,0,spotify:track:2AK6cgxQCh2Dyl7WzayO4K,https://open.spotify.com/track/2AK6cgxQCh2Dyl7WzayO4K,0.683,0.935,9.0,-1.503,0.0,0.0336,0.00984,0.0109,0.122,0.418,125.997,audio_features,2AK6cgxQCh2Dyl7WzayO4K,https://api.spotify.com/v1/tracks/2AK6cgxQCh2Dyl7WzayO4K,https://api.spotify.com/v1/audio-analysis/2AK6cgxQCh2Dyl7WzayO4K,207619.0,4.0,,11
Plan B,Fanatica Sensual,66,spotify:track:1DrDfpOx4P4LMxFhtOmeyD,https://open.spotify.com/track/1DrDfpOx4P4LMxFhtOmeyD,0.807,0.853,1.0,-3.644,1.0,0.0513,0.106,0.0,0.0937,0.892,82.027,audio_features,1DrDfpOx4P4LMxFhtOmeyD,https://api.spotify.com/v1/tracks/1DrDfpOx4P4LMxFhtOmeyD,https://api.spotify.com/v1/audio-analysis/1DrDfpOx4P4LMxFhtOmeyD,240200.0,4.0,,1
Modest Mouse,The World At Large,58,spotify:track:5op53ANI4exiWqFHKuwWxd,https://open.spotify.com/track/5op53ANI4exiWqFHKuwWxd,0.523,0.477,6.0,-9.076,1.0,0.0254,0.0961,0.000106,0.101,0.249,76.973,audio_features,5op53ANI4exiWqFHKuwWxd,https://api.spotify.com/v1/tracks/5op53ANI4exiWqFHKuwWxd,https://api.spotify.com/v1/audio-analysis/5op53ANI4exiWqFHKuwWxd,272507.0,4.0,,10
Majid Jordan,My Love (feat. Drake) - Remix,37,spotify:track:1Vb6R8COnB8cnrSROqaueY,https://open.spotify.com/track/1Vb6R8COnB8cnrSROqaueY,0.644,0.566,5.0,-8.859,1.0,0.0394,0.123,0.0225,0.132,0.677,139.96,audio_features,1Vb6R8COnB8cnrSROqaueY,https://api.spotify.com/v1/tracks/1Vb6R8COnB8cnrSROqaueY,https://api.spotify.com/v1/audio-analysis/1Vb6R8COnB8cnrSROqaueY,235262.0,4.0,,1
Sander van Doorn,Need To Feel Loved,0,spotify:track:6AMrmGPBVfqU1Xsi6d1oqm,https://open.spotify.com/track/6AMrmGPBVfqU1Xsi6d1oqm,0.712,0.744,2.0,-6.457,0.0,0.031,0.0032,0.458,0.271,0.39,124.04,audio_features,6AMrmGPBVfqU1Xsi6d1oqm,https://api.spotify.com/v1/tracks/6AMrmGPBVfqU1Xsi6d1oqm,https://api.spotify.com/v1/audio-analysis/6AMrmGPBVfqU1Xsi6d1oqm,224516.0,4.0,,17
William Singe,How Deep Is Your Love,0,spotify:track:0pmSbpYeNlImxN5BzWH5zg,https://open.spotify.com/track/0pmSbpYeNlImxN5BzWH5zg,0.695,0.369,10.0,-10.944,1.0,0.122,0.488,0.0,0.104,0.398,115.245,audio_features,0pmSbpYeNlImxN5BzWH5zg,https://api.spotify.com/v1/tracks/0pmSbpYeNlImxN5BzWH5zg,https://api.spotify.com/v1/audio-analysis/0pmSbpYeNlImxN5BzWH5zg,136229.0,4.0,,2
Yelawolf,Heartbreak,50,spotify:track:75w2a0xsIuUVGwTYKEOqzg,https://open.spotify.com/track/75w2a0xsIuUVGwTYKEOqzg,0.821,0.779,1.0,-3.248,1.0,0.121,0.0471,0.0,0.109,0.393,75.498,audio_features,75w2a0xsIuUVGwTYKEOqzg,https://api.spotify.com/v1/tracks/75w2a0xsIuUVGwTYKEOqzg,https://api.spotify.com/v1/audio-analysis/75w2a0xsIuUVGwTYKEOqzg,265627.0,4.0,,11
Will Heard,I Better Love You,41,spotify:track:2jFd3RbfyLbGAZz822QcKN,https://open.spotify.com/track/2jFd3RbfyLbGAZz822QcKN,0.786,0.844,1.0,-3.524,1.0,0.0303,0.0969,0.00746,0.316,0.966,126.033,audio_features,2jFd3RbfyLbGAZz822QcKN,https://api.spotify.com/v1/tracks/2jFd3RbfyLbGAZz822QcKN,https://api.spotify.com/v1/audio-analysis/2jFd3RbfyLbGAZz822QcKN,196400.0,4.0,,1
Luc Serra,Love Story,0,spotify:track:7sl42h4OZjO5pcR0uskZCV,https://open.spotify.com/track/7sl42h4OZjO5pcR0uskZCV,0.654,0.125,7.0,-23.337,0.0,0.0297,0.801,0.927,0.102,0.187,114.029,audio_features,7sl42h4OZjO5pcR0uskZCV,https://api.spotify.com/v1/tracks/7sl42h4OZjO5pcR0uskZCV,https://api.spotify.com/v1/audio-analysis/7sl42h4OZjO5pcR0uskZCV,307634.0,4.0,,15
Eric Paslay,She Don't Love You,53,spotify:track:1B17jo7XD3lJ9AtrdE9kUd,https://open.spotify.com/track/1B17jo7XD3lJ9AtrdE9kUd,0.36,0.333,7.0,-8.491,1.0,0.0285,0.335,1.09e-06,0.114,0.17,74.53,audio_features,1B17jo7XD3lJ9AtrdE9kUd,https://api.spotify.com/v1/tracks/1B17jo7XD3lJ9AtrdE9kUd,https://api.spotify.com/v1/audio-analysis/1B17jo7XD3lJ9AtrdE9kUd,262053.0,1.0,,12
Jennifer Lopez,If You Had My Love,0,spotify:track:1EQgbMBc304Ss86dXBulJA,https://open.spotify.com/track/1EQgbMBc304Ss86dXBulJA,0.68,0.625,11.0,-7.0,0.0,0.0353,0.0645,5.81e-05,0.109,0.814,94.02,audio_features,1EQgbMBc304Ss86dXBulJA,https://api.spotify.com/v1/tracks/1EQgbMBc304Ss86dXBulJA,https://api.spotify.com/v1/audio-analysis/1EQgbMBc304Ss86dXBulJA,266000.0,4.0,,1
Eric Nam,봄인가 봐 Spring Love,0,spotify:track:0zvzglIwe1ac0OdMaCLSat,https://open.spotify.com/track/0zvzglIwe1ac0OdMaCLSat,0.68,0.391,11.0,-6.906,1.0,0.0357,0.723,0.0,0.107,0.419,82.861,audio_features,0zvzglIwe1ac0OdMaCLSat,https://api.spotify.com/v1/tracks/0zvzglIwe1ac0OdMaCLSat,https://api.spotify.com/v1/audio-analysis/0zvzglIwe1ac0OdMaCLSat,198750.0,4.0,,2
SAYGRACE,How To Love Me,35,spotify:track:70bhxGCCsZUwCNNQVZEdf2,https://open.spotify.com/track/70bhxGCCsZUwCNNQVZEdf2,0.453,0.378,8.0,-5.656,1.0,0.0365,0.914,9.88e-05,0.0659,0.152,80.385,audio_features,70bhxGCCsZUwCNNQVZEdf2,https://api.spotify.com/v1/tracks/70bhxGCCsZUwCNNQVZEdf2,https://api.spotify.com/v1/audio-analysis/70bhxGCCsZUwCNNQVZEdf2,211360.0,4.0,,0
Lionel Richie,"Endless Love - From ""The Endless Love"" Soundtrack",56,spotify:track:0FGxAEMIE5GhyFqFMHRWaO,https://open.spotify.com/track/0FGxAEMIE5GhyFqFMHRWaO,0.456,0.332,10.0,-9.775,1.0,0.025,0.665,0.000248,0.138,0.237,93.633,audio_features,0FGxAEMIE5GhyFqFMHRWaO,https://api.spotify.com/v1/tracks/0FGxAEMIE5GhyFqFMHRWaO,https://api.spotify.com/v1/audio-analysis/0FGxAEMIE5GhyFqFMHRWaO,266267.0,4.0,,0
Lost Frequencies,What Is Love 2016,26,spotify:track:4s3tpnQIUU6XX6iBpv2QDk,https://open.spotify.com/track/4s3tpnQIUU6XX6iBpv2QDk,0.788,0.566,1.0,-7.094,0.0,0.0442,0.119,0.000213,0.0945,0.351,124.998,audio_features,4s3tpnQIUU6XX6iBpv2QDk,https://api.spotify.com/v1/tracks/4s3tpnQIUU6XX6iBpv2QDk,https://api.spotify.com/v1/audio-analysis/4s3tpnQIUU6XX6iBpv2QDk,188147.0,4.0,,11
The Unlikely Candidates,Your Love Could Start a War,0,spotify:track:6OwnA57kFHjNde3H5VrjCu,https://open.spotify.com/track/6OwnA57kFHjNde3H5VrjCu,0.505,0.906,4.0,-1.593,0.0,0.0733,0.0233,0.000992,0.353,0.485,120.063,audio_features,6OwnA57kFHjNde3H5VrjCu,https://api.spotify.com/v1/tracks/6OwnA57kFHjNde3H5VrjCu,https://api.spotify.com/v1/audio-analysis/6OwnA57kFHjNde3H5VrjCu,214105.0,4.0,,6
Jess and Gabriel,Can't Help Falling in Love,44,spotify:track:4Gng5Ouwz5bazftduyyBJw,https://open.spotify.com/track/4Gng5Ouwz5bazftduyyBJw,0.33,0.0684,0.0,-18.27,1.0,0.0323,0.765,0.000151,0.129,0.175,88.645,audio_features,4Gng5Ouwz5bazftduyyBJw,https://api.spotify.com/v1/tracks/4Gng5Ouwz5bazftduyyBJw,https://api.spotify.com/v1/audio-analysis/4Gng5Ouwz5bazftduyyBJw,191591.0,4.0,,0
The Mowgli's,I'm Good,59,spotify:track:5KQDGl3vAkNGyfvSbaW89E,https://open.spotify.com/track/5KQDGl3vAkNGyfvSbaW89E,0.612,0.921,0.0,-5.338,1.0,0.0705,0.0115,0.0,0.166,0.674,96.042,audio_features,5KQDGl3vAkNGyfvSbaW89E,https://api.spotify.com/v1/tracks/5KQDGl3vAkNGyfvSbaW89E,https://api.spotify.com/v1/audio-analysis/5KQDGl3vAkNGyfvSbaW89E,166893.0,4.0,,1
Charlene Soraia,Wherever You Will Go,0,spotify:track:2ZHmUFJRXfowfWv64nr7yA,https://open.spotify.com/track/2ZHmUFJRXfowfWv64nr7yA,0.563,0.152,9.0,-6.936,1.0,0.0327,0.788,1.66e-05,0.11,0.129,111.868,audio_features,2ZHmUFJRXfowfWv64nr7yA,https://api.spotify.com/v1/tracks/2ZHmUFJRXfowfWv64nr7yA,https://api.spotify.com/v1/audio-analysis/2ZHmUFJRXfowfWv64nr7yA,198693.0,4.0,,0
Jonn Hart,Whatchu Finna Do,26,spotify:track:7JDHQRDUARjzjVpn9A76nC,https://open.spotify.com/track/7JDHQRDUARjzjVpn9A76nC,0.758,0.675,8.0,-5.529,1.0,0.0387,0.0191,1.07e-06,0.129,0.448,96.005,audio_features,7JDHQRDUARjzjVpn9A76nC,https://api.spotify.com/v1/tracks/7JDHQRDUARjzjVpn9A76nC,https://api.spotify.com/v1/audio-analysis/7JDHQRDUARjzjVpn9A76nC,185625.0,4.0,,11
Michael Bublé,You Make Me Feel so Young,55,spotify:track:1B8RSIxmwcjad7XUJjeCK2,https://open.spotify.com/track/1B8RSIxmwcjad7XUJjeCK2,0.508,0.537,9.0,-4.732,1.0,0.0441,0.702,0.0,0.362,0.644,129.865,audio_features,1B8RSIxmwcjad7XUJjeCK2,https://api.spotify.com/v1/tracks/1B8RSIxmwcjad7XUJjeCK2,https://api.spotify.com/v1/audio-analysis/1B8RSIxmwcjad7XUJjeCK2,185693.0,4.0,,2
En Vogue,Don't Let Go (Love),65,spotify:track:06TuMCjDEYjTOJScCRzmjf,https://open.spotify.com/track/06TuMCjDEYjTOJScCRzmjf,0.618,0.688,5.0,-5.867,0.0,0.0477,0.409,6.32e-06,0.3,0.561,78.311,audio_features,06TuMCjDEYjTOJScCRzmjf,https://api.spotify.com/v1/tracks/06TuMCjDEYjTOJScCRzmjf,https://api.spotify.com/v1/audio-analysis/06TuMCjDEYjTOJScCRzmjf,291880.0,4.0,,10
Ciara,Dance Like We're Making Love,54,spotify:track:3biFdxByHgUhTbp2dG89zK,https://open.spotify.com/track/3biFdxByHgUhTbp2dG89zK,0.721,0.541,7.0,-8.623,0.0,0.0659,0.063,4.47e-06,0.165,0.263,96.046,audio_features,3biFdxByHgUhTbp2dG89zK,https://api.spotify.com/v1/tracks/3biFdxByHgUhTbp2dG89zK,https://api.spotify.com/v1/audio-analysis/3biFdxByHgUhTbp2dG89zK,256600.0,4.0,,10
Paul Simon,50 Ways to Leave Your Lover,71,spotify:track:6Qb7gtV6Q4MnUjSbkFcopl,https://open.spotify.com/track/6Qb7gtV6Q4MnUjSbkFcopl,0.815,0.372,7.0,-12.814,1.0,0.0752,0.166,0.000116,0.0767,0.293,101.684,audio_features,6Qb7gtV6Q4MnUjSbkFcopl,https://api.spotify.com/v1/tracks/6Qb7gtV6Q4MnUjSbkFcopl,https://api.spotify.com/v1/audio-analysis/6Qb7gtV6Q4MnUjSbkFcopl,217347.0,4.0,,2
Justin Timberlake,LoveStoned / I Think She Knows Interlude,47,spotify:track:62cYasTwBy6Y7pstdSTmHu,https://open.spotify.com/track/62cYasTwBy6Y7pstdSTmHu,0.863,0.707,10.0,-6.243,0.0,0.0585,0.335,0.000117,0.283,0.849,121.256,audio_features,62cYasTwBy6Y7pstdSTmHu,https://api.spotify.com/v1/tracks/62cYasTwBy6Y7pstdSTmHu,https://api.spotify.com/v1/audio-analysis/62cYasTwBy6Y7pstdSTmHu,444373.0,4.0,,8
Céline Dion,Loved Me Back to Life,52,spotify:track:1YUOlePfiz9kxJRuwECzjn,https://open.spotify.com/track/1YUOlePfiz9kxJRuwECzjn,0.488,0.673,7.0,-5.743,1.0,0.0495,0.128,0.0,0.398,0.479,146.197,audio_features,1YUOlePfiz9kxJRuwECzjn,https://api.spotify.com/v1/tracks/1YUOlePfiz9kxJRuwECzjn,https://api.spotify.com/v1/audio-analysis/1YUOlePfiz9kxJRuwECzjn,230240.0,4.0,,6
Pitbull,Wild Wild Love (feat. G.R.L.),45,spotify:track:6DcDdDevI94Dh4vc5anXBE,https://open.spotify.com/track/6DcDdDevI94Dh4vc5anXBE,0.645,0.732,2.0,-5.874,1.0,0.0482,0.0136,0.0,0.513,0.336,120.06,audio_features,6DcDdDevI94Dh4vc5anXBE,https://api.spotify.com/v1/tracks/6DcDdDevI94Dh4vc5anXBE,https://api.spotify.com/v1/audio-analysis/6DcDdDevI94Dh4vc5anXBE,202197.0,4.0,,6
Beyoncé,Naughty Girl,65,spotify:track:0YGQ3hZcRLC5YX7o0hdmHg,https://open.spotify.com/track/0YGQ3hZcRLC5YX7o0hdmHg,0.588,0.461,6.0,-8.686,0.0,0.161,0.237,1.54e-05,0.0913,0.659,200.053,audio_features,0YGQ3hZcRLC5YX7o0hdmHg,https://api.spotify.com/v1/tracks/0YGQ3hZcRLC5YX7o0hdmHg,https://api.spotify.com/v1/audio-analysis/0YGQ3hZcRLC5YX7o0hdmHg,208573.0,4.0,,3
Calvin Harris,How Deep Is Your Love - DJ Snake Remix,42,spotify:track:2mQ7KmAI8gFLH3baaDXc6o,https://open.spotify.com/track/2mQ7KmAI8gFLH3baaDXc6o,0.616,0.903,9.0,-0.475,1.0,0.0938,0.015,0.00102,0.141,0.446,149.93,audio_features,2mQ7KmAI8gFLH3baaDXc6o,https://api.spotify.com/v1/tracks/2mQ7KmAI8gFLH3baaDXc6o,https://api.spotify.com/v1/audio-analysis/2mQ7KmAI8gFLH3baaDXc6o,222400.0,4.0,,11
Haley Reinhart,Can't Help Falling in Love,0,spotify:track:5LcLSpYIn25sDjDRjVo2AE,https://open.spotify.com/track/5LcLSpYIn25sDjDRjVo2AE,0.41,0.0485,0.0,-13.918,1.0,0.038,0.947,0.0,0.108,0.247,137.97,audio_features,5LcLSpYIn25sDjDRjVo2AE,https://api.spotify.com/v1/tracks/5LcLSpYIn25sDjDRjVo2AE,https://api.spotify.com/v1/audio-analysis/5LcLSpYIn25sDjDRjVo2AE,173175.0,4.0,,0
